company,first_name,last_name,email,phone,domain,industry,city,province,country,notes,source_file,priority_bucket
None,Campbellton,Chamber of Commerce,info@campbelltonchamber.com,+15067532324,,Chamber,,,,,Canada_Business_Directories.xlsx::New Brunswick,CA: email
None,Camrose,Chamber of Commerce,info@camrosechamber.ca,+17806723173,,Chamber,,,,,Canada_Business_Directories.xlsx::Alberta,CA: email
None,Canad,Inns,info@canadinns.com,+12047756000,,Accommodation,,,,,Canada_Business_Directories.xlsx::Manitoba,CA: email
None,Canmore,Chamber of Commerce,info@canmorechamber.com,+14036785184,,Chamber,,,,,Canada_Business_Directories.xlsx::Alberta,CA: email
None,Canmore,Properties,info@canmoreproperties.com,+14036784444,,Real Estate,,,,,Canada_Business_Directories.xlsx::Alberta,CA: email
None,Caraquet,Chamber of Commerce,info@caraquetchamber.com,+15067274681,,Chamber,,,,,Canada_Business_Directories.xlsx::New Brunswick,CA: email
None,Carbonear,Chamber of Commerce,info@carbonearchamber.com,+17095966677,,Chamber,,,,,Canada_Business_Directories.xlsx::Newfoundland and Labrador,CA: email
None,Cardigan,Chamber of Commerce,info@cardiganchamber.com,+19025832200,,Chamber,,,,,Canada_Business_Directories.xlsx::Prince Edward Island,CA: email
None,Cape,Breton Chamber of Commerce,info@cbchamber.com,+19025397860,,Chamber,,,,,Canada_Business_Directories.xlsx::Nova Scotia,CA: email
None,C.B.N.,Board of Trade,info@cbnboardoftrade.com,+17095764567,,Chamber,,,,,Canada_Business_Directories.xlsx::Newfoundland and Labrador,CA: email
None,Chatham-Kent,Chamber of Commerce,info@chathamkentchamber.com,+15193547272,,Chamber,,,,,Canada_Business_Directories.xlsx::Ontario,CA: email
None,Chester,Chamber of Commerce,info@chesterchamber.com,+19022753490,,Chamber,,,,,Canada_Business_Directories.xlsx::Nova Scotia,CA: email
None,Chilliwack,Chamber of Commerce,info@chilliwackchamber.com,+16047926868,,Chamber,,,,,Canada_Business_Directories.xlsx::British Columbia,CA: email
None,Chilliwack,Realty,info@chilliwackrealty.com,+16047927777,,Real Estate,,,,,Canada_Business_Directories.xlsx::British Columbia,CA: email
None,Chilliwack,Tech Solutions,info@chilliwacktech.com,+16047925555,,Tech,,,,,Canada_Business_Directories.xlsx::British Columbia,CA: email
None,Clarenville,Chamber of Commerce,info@clarenvillechamber.com,+17094667788,,Chamber,,,,,Canada_Business_Directories.xlsx::Newfoundland and Labrador,CA: email
None,Coastal,Labrador Economic Development Board,info@coastallabrador.ca,+17098968899,,Economic Development,,,,,Canada_Business_Directories.xlsx::Newfoundland and Labrador,CA: email
None,Cold,Lake Chamber of Commerce,info@coldlakechamber.com,+17805944494,,Chamber,,,,,Canada_Business_Directories.xlsx::Alberta,CA: email
None,Cold,Lake Homes,info@coldlakehomes.com,+17805946666,,Real Estate,,,,,Canada_Business_Directories.xlsx::Alberta,CA: email
None,Conquest,Built,info@conquestbuilt.com,+18663000222,,Construction,,,,,Canada_Business_Directories.xlsx::Manitoba,CA: email
None,Corner,Brook Board of Trade,info@cornerbrookboardoftrade.com,+17096345555,,Chamber,,,,,Canada_Business_Directories.xlsx::Newfoundland and Labrador,CA: email
None,Cornwall,Chamber of Commerce,info@cornwallchamber.com,+16139330074,,Chamber,,,,,Canada_Business_Directories.xlsx::Ontario,CA: email
None,Courtenay,Chamber of Commerce,info@courtenaychamber.com,+12503343234,,Chamber,,,,,Canada_Business_Directories.xlsx::British Columbia,CA: email
None,Courtenay,Consultants,info@courtenayconsult.com,+12503346666,,Consulting,,,,,Canada_Business_Directories.xlsx::British Columbia,CA: email
None,Courtenay,Properties,info@courtenayproperties.com,+12503348888,,Real Estate,,,,,Canada_Business_Directories.xlsx::British Columbia,CA: email
None,Calgary,Real Estate Board,info@creb.ca,+14032286456,,Real Estate,,,,,Canada_Business_Directories.xlsx::Alberta,CA: email
None,Cumberland,Chamber of Commerce,info@cumberlandchamber.com,+19026673240,,Chamber,,,,,Canada_Business_Directories.xlsx::Nova Scotia,CA: email
None,Dalhousie,Chamber of Commerce,info@dalhousiechamber.com,+15066843033,,Chamber,,,,,Canada_Business_Directories.xlsx::New Brunswick,CA: email
None,Dawson,Business Services,info@dawsonbusiness.ca,+18679936677,,Business Support,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Dawson,Business Consultants,info@dawsonbusinessconsult.com,+18679932222,,Consulting,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Dawson,Business Network,info@dawsonbusinessnetwork.com,+18679931111,,Business Support,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Dawson,Business Pros,info@dawsonbusinesspros.com,+18679936666,,Business Support,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Dawson,City Chamber of Commerce,info@dawsonchamber.org,+18679935566,,Chamber,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Dawson,Consultants Network,info@dawsonconsultantsnetwork.com,+18679936666,,Consulting,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Dawson,Creative Agency,info@dawsoncreative.com,+18679938899,,Marketing,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Dawson,Digital Marketing,info@dawsondigital.ca,+18679936677,,Marketing,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Dawson,Digital Consultants,info@dawsondigitalconsult.com,+18679935555,,Consulting,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Dawson,Digital Network,info@dawsondigitalnetwork.com,+18679932222,,Marketing,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Dawson,Digital Pros,info@dawsondigitalpros.com,+18679938888,,Marketing,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Dawson,Marketing Pros,info@dawsonmarketingpros.com,+18679939999,,Marketing,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Dawson,City Real Estate,info@dawsonrealestate.com,+18679934455,,Real Estate,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Dawson,Realtors,info@dawsonrealtors.com,+18679936677,,Real Estate,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Dawson,Realtors Association,info@dawsonrealtorsassociation.com,+18679937777,,Real Estate,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Dawson,Real Estate Network,info@dawsonrenetwork.com,+18679938888,,Real Estate,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Dawson,Real Estate Pros,info@dawsonrepros.com,+18679936666,,Real Estate,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Dawson,Solopreneur Group,info@dawsonsolopreneurgroup.com,+18679935555,,Consulting,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Dawson,Solopreneur Network,info@dawsonsolopreneurnetwork.com,+18679934444,,Consulting,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Dawson,Solopreneur Pros,info@dawsonsolopreneurpros.com,+18679934444,,Consulting,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Dawson,Solopreneurs,info@dawsonsolopreneurs.com,+18679931111,,Consulting,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Dawson,Tech Solutions,info@dawsontech.com,+18679938899,,Tech,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Dawson,Tech Consultants,info@dawsontechconsult.com,+18679934444,,Consulting,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Dawson,Tech Network,info@dawsontechnetwork.com,+18679934444,,Tech,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Dawson,Tech Pros,info@dawsontechpros.com,+18679933333,,Tech,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Deer,Lake Chamber of Commerce,info@deerlakechamber.com,+17096356666,,Chamber,,,,,Canada_Business_Directories.xlsx::Newfoundland and Labrador,CA: email
None,Delta,Chamber of Commerce,info@deltachamber.ca,+16045919999,,Chamber,,,,,Canada_Business_Directories.xlsx::British Columbia,CA: email
None,Delta,Digital Network,info@deltadigital.com,+16045917777,,Marketing,,,,,Canada_Business_Directories.xlsx::British Columbia,CA: email
None,Delta,Realtors,info@deltarealtors.com,+16045919999,,Real Estate,,,,,Canada_Business_Directories.xlsx::British Columbia,CA: email
None,Dieppe,Chamber of Commerce,info@dieppechamber.com,+15068571975,,Chamber,,,,,Canada_Business_Directories.xlsx::New Brunswick,CA: email
None,Digby,Area Chamber of Commerce,info@digbyareachamber.com,+19022455662,,Chamber,,,,,Canada_Business_Directories.xlsx::Nova Scotia,CA: email
None,Drumheller,Chamber of Commerce,info@drumhellerchamber.com,+14038238100,,Chamber,,,,,Canada_Business_Directories.xlsx::Alberta,CA: email
None,Drumheller,Realty,info@drumhellerrealty.com,+14038237777,,Real Estate,,,,,Canada_Business_Directories.xlsx::Alberta,CA: email
None,Durham,Region Board of Trade,info@durhamregionboardoftrade.com,+19055799000,,Chamber,,,,,Canada_Business_Directories.xlsx::Ontario,CA: email
None,Econo,Lodge,info@econolodge.com,+12047755100,,Accommodation,,,,,Canada_Business_Directories.xlsx::Manitoba,CA: email
None,Edmonton,Chamber of Commerce,info@edmontonchamber.com,+17804264620,,Chamber,,,,,Canada_Business_Directories.xlsx::Alberta,CA: email
None,Edmonton,Marketing Pros,info@edmontonmarketing.com,+17804261111,,Marketing,,,,,Canada_Business_Directories.xlsx::Alberta,CA: email
None,Edmundston,Chamber of Commerce,info@edmundstonchamber.com,+15067359550,,Chamber,,,,,Canada_Business_Directories.xlsx::New Brunswick,CA: email
None,Eganville,Chamber of Commerce,info@eganvillechamber.com,+16136282415,,Chamber,,,,,Canada_Business_Directories.xlsx::Ontario,CA: email
None,Edmonton,Realtors Association,info@ereb.com,+17804485533,,Real Estate,,,,,Canada_Business_Directories.xlsx::Alberta,CA: email
None,Estevan,Business Network,info@estevanbusiness.com,+13066344444,,Business Support,,,,,Canada_Business_Directories.xlsx::Saskatchewan,CA: email
None,Estevan,Business Network,info@estevanbusinessnetwork.com,+13066349999,,Business Support,,,,,Canada_Business_Directories.xlsx::Saskatchewan,CA: email
None,Estevan,Business Consultants,info@estevanconsult.com,+13066344444,,Consulting,,,,,Canada_Business_Directories.xlsx::Saskatchewan,CA: email
None,Estevan,Digital Network,info@estevandigital.com,+13066341111,,Marketing,,,,,Canada_Business_Directories.xlsx::Saskatchewan,CA: email
None,Estevan,Digital Pros,info@estevandigitalpros.com,+13066347777,,Marketing,,,,,Canada_Business_Directories.xlsx::Saskatchewan,CA: email
None,Estevan,Marketing Pros,info@estevanmarketing.com,+13066348888,,Marketing,,,,,Canada_Business_Directories.xlsx::Saskatchewan,CA: email
None,Estevan,Marketing Network,info@estevanmarketingnetwork.com,+13066348888,,Marketing,,,,,Canada_Business_Directories.xlsx::Saskatchewan,CA: email
None,Estevan,Marketing Pros,info@estevanmarketingpros.com,+13066346666,,Marketing,,,,,Canada_Business_Directories.xlsx::Saskatchewan,CA: email
None,Estevan,Properties,info@estevanproperties.com,+13066346666,,Real Estate,,,,,Canada_Business_Directories.xlsx::Saskatchewan,CA: email
None,Estevan,Realtors Network,info@estevanrenetwork.com,+13066346666,,Real Estate,,,,,Canada_Business_Directories.xlsx::Saskatchewan,CA: email
None,Estevan,Realtors Pros,info@estevanrepros.com,+13066345555,,Real Estate,,,,,Canada_Business_Directories.xlsx::Saskatchewan,CA: email
None,Estevan,Solopreneurs,info@estevansolopreneurs.com,+13066341111,,Consulting,,,,,Canada_Business_Directories.xlsx::Saskatchewan,CA: email
None,Estevan,Tech Solutions,info@estevantech.com,+13066343333,,Tech,,,,,Canada_Business_Directories.xlsx::Saskatchewan,CA: email
None,Estevan,Tech Network,info@estevantechnetwork.com,+13066342222,,Tech,,,,,Canada_Business_Directories.xlsx::Saskatchewan,CA: email
None,Estevan,Chamber of Commerce,info@esvan.com,+13066345400,,Chamber,,,,,Canada_Business_Directories.xlsx::Saskatchewan,CA: email
None,Faro,Adventure Guides,info@faroadventure.com,+18679948899,,Tourism,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Faro,Adventure Consultants,info@faroadventureconsult.com,+18679941111,,Consulting,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Faro,Business Network,info@farobusiness.com,+18679946677,,Business Support,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Faro,Business Consultants,info@farobusinessconsult.com,+18679946666,,Consulting,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Faro,Business Network,info@farobusinessnetwork.com,+18679942222,,Business Support,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Faro,Business Pros,info@farobusinesspros.com,+18679942222,,Business Support,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Faro,Chamber of Commerce,info@farochamber.com,+18679942222,,Chamber,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Faro,Mining Consultants,info@faroconsulting.com,+18679946677,,Consulting,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Faro,Digital Agency,info@farodigital.com,+18679944444,,Marketing,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Faro,Digital Network,info@farodigitalnetwork.com,+18679945555,,Marketing,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Faro,Eco Consultants,info@faroeco.com,+18679943344,,Consulting,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Faro,Financial Advisors,info@farofinance.com,+18679948899,,Finance,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Faro,Marketing Consultants,info@faromarketingconsult.com,+18679941111,,Consulting,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Faro,Marketing Network,info@faromarketingnetwork.com,+18679946666,,Marketing,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Faro,Marketing Pros,info@faromarketingpros.com,+18679947777,,Marketing,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Faro,Realtors,info@farorealtors.com,+18679947777,,Real Estate,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Faro,Real Estate Group,info@faroregroup.com,+18679943333,,Real Estate,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Faro,Real Estate Network,info@farorenetwork.com,+18679947777,,Real Estate,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Faro,Real Estate Pros,info@farorepros.com,+18679945555,,Real Estate,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Faro,Solopreneur Network,info@farosolopreneurnetwork.com,+18679947777,,Consulting,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Faro,Solopreneur Pros,info@farosolopreneurpros.com,+18679945555,,Consulting,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Faro,Solopreneurs,info@farosolopreneurs.com,+18679942222,,Consulting,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Faro,Tech Consultants,info@farotech.com,+18679943344,,Consulting,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Faro,Tech Hub,info@farotechhub.com,+18679946666,,Tech,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Faro,Tech Network,info@farotechnetwork.com,+18679943333,,Tech,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Faro,Tech Pros,info@farotechpros.com,+18679941111,,Tech,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Ferryland,Chamber of Commerce,info@ferrylandchamber.com,+17094327777,,Chamber,,,,,Canada_Business_Directories.xlsx::Newfoundland and Labrador,CA: email
None,Fort,McMurray Chamber of Commerce,info@fmchamber.ca,+17807432400,,Chamber,,,,,Canada_Business_Directories.xlsx::Alberta,CA: email
None,Fort,McMurray Realtors,info@fmrealtors.com,+17807913333,,Real Estate,,,,,Canada_Business_Directories.xlsx::Alberta,CA: email
None,Fort,McMurray Tech Hub,info@fmtechhub.com,+17807432222,,Tech,,,,,Canada_Business_Directories.xlsx::Alberta,CA: email
None,Fogo,Island Chamber of Commerce,info@fogoislandchamber.com,+17092668888,,Chamber,,,,,Canada_Business_Directories.xlsx::Newfoundland and Labrador,CA: email
None,Town,of Gander Directory,info@gandercanada.com,+17092561111,,Municipal,,,,,Canada_Business_Directories.xlsx::Newfoundland and Labrador,CA: email
None,Gander,& Area Chamber of Commerce,info@ganderchamber.com,+17092569999,,Chamber,,,,,Canada_Business_Directories.xlsx::Newfoundland and Labrador,CA: email
None,Georgetown,Chamber of Commerce,info@georgetownchamber.com,+19026522866,,Chamber,,,,,Canada_Business_Directories.xlsx::Prince Edward Island,CA: email
None,Grand,Falls-Windsor Chamber of Commerce,info@gfwchamber.com,+17094893333,,Chamber,,,,,Canada_Business_Directories.xlsx::Newfoundland and Labrador,CA: email
None,Glovertown,Chamber of Commerce,info@glovertownchamber.com,+17095331111,,Chamber,,,,,Canada_Business_Directories.xlsx::Newfoundland and Labrador,CA: email
None,Grande,Prairie Chamber of Commerce,info@gpchamber.com,+17805325340,,Chamber,,,,,Canada_Business_Directories.xlsx::Alberta,CA: email
None,Grande,Prairie Realty,info@gpmls.com,+17805321111,,Real Estate,,,,,Canada_Business_Directories.xlsx::Alberta,CA: email
None,Grande,Prairie Solopreneurs,info@gpsolopreneurs.com,+17805323333,,Consulting,,,,,Canada_Business_Directories.xlsx::Alberta,CA: email
None,Grand,Bank Chamber of Commerce,info@grandbankchamber.com,+17098322222,,Chamber,,,,,Canada_Business_Directories.xlsx::Newfoundland and Labrador,CA: email
None,Grand,Bay-Westfield Chamber of Commerce,info@grandbaywestfieldchamber.com,+15067378355,,Chamber,,,,,Canada_Business_Directories.xlsx::New Brunswick,CA: email
None,Grand,Falls Chamber of Commerce,info@grandfallschamber.com,+15064736346,,Chamber,,,,,Canada_Business_Directories.xlsx::New Brunswick,CA: email
None,Grand,Manan Chamber of Commerce,info@grandmananchamber.com,+15066623080,,Chamber,,,,,Canada_Business_Directories.xlsx::New Brunswick,CA: email
None,Greater,Barrie Chamber of Commerce,info@greaterbarriechamber.com,+17057212500,,Chamber,,,,,Canada_Business_Directories.xlsx::Ontario,CA: email
None,Greater,Sudbury Chamber of Commerce,info@greatersudbury.on.ca,+17056737130,,Chamber,,,,,Canada_Business_Directories.xlsx::Ontario,CA: email
None,Guelph,Chamber of Commerce,info@guelphchamber.com,+15198215565,,Chamber,,,,,Canada_Business_Directories.xlsx::Ontario,CA: email
None,Haines,Junction Adventure Network,info@hainesadventurenetwork.com,+18673321111,,Tourism,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Haines,Junction Adventure Pros,info@hainesadventurepros.com,+18673329999,,Tourism,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Haines,Junction Business Hub,info@hainesbusiness.com,+18673326677,,Business Support,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Haines,Junction Business Network,info@hainesbusinessnetwork.com,+18673327777,,Business Support,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Haines,Junction Business Pros,info@hainesbusinesspros.com,+18673326666,,Business Support,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Haines,Junction Consultants,info@hainesconsult.com,+18673323344,,Consulting,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Haines,Junction Consultants Network,info@hainesconsultantsnetwork.com,+18673325555,,Consulting,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Haines,Junction Consultants Pros,info@hainesconsultantspros.com,+18673321111,,Consulting,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Haines,Junction Digital Consultants,info@hainesdigitalconsult.com,+18673321111,,Consulting,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Haines,Junction Chamber of Commerce,info@hainesjunctionchamber.com,+18673322666,,Chamber,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Haines,Junction Marketing,info@hainesmarketing.com,+18673325555,,Marketing,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Haines,Junction Marketing Network,info@hainesmarketingnetwork.com,+18673329999,,Marketing,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Haines,Junction Marketing Pros,info@hainesmarketingpros.com,+18673324444,,Marketing,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Haines,Junction Real Estate,info@hainesre.com,+18673328899,,Real Estate,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Haines,Junction Realtors,info@hainesrealtors.com,+18673326677,,Real Estate,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Haines,Junction Real Estate Network,info@hainesrenetwork.com,+18673323333,,Real Estate,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Haines,Junction Solopreneur Network,info@hainessolopreneurnetwork.com,+18673322222,,Consulting,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Haines,Junction Solopreneurs,info@hainessolopreneurs.com,+18673324444,,Consulting,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Haines,Junction Tech,info@hainestech.com,+18673329999,,Tech,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Haines,Junction Tech Network,info@hainestechnetwork.com,+18673326666,,Tech,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Haines,Junction Tech Pros,info@hainestechpros.com,+18673327777,,Tech,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Haines,Junction Tours,info@hainestours.com,+18673328899,,Tourism,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Halifax,Partnership,info@halifaxpartnership.com,+19024217200,,Economic Development,,,,,Canada_Business_Directories.xlsx::Nova Scotia,CA: email
None,Hamilton,Chamber of Commerce,info@hamiltonchamber.on.ca,+19055221151,,Chamber,,,,,Canada_Business_Directories.xlsx::Ontario,CA: email
None,Hampton,Chamber of Commerce,info@hamptonchamber.com,+15068324444,,Chamber,,,,,Canada_Business_Directories.xlsx::New Brunswick,CA: email
None,Hants,Chamber of Commerce,info@hantschamber.com,+19027922770,,Chamber,,,,,Canada_Business_Directories.xlsx::Nova Scotia,CA: email
None,Town,of Happy Valley-Goose Bay,info@happyvalley-goosebay.com,+17098962222,,Municipal,,,,,Canada_Business_Directories.xlsx::Newfoundland and Labrador,CA: email
None,Town,of Harbour Breton,info@harbourbreton.com,+17098853333,,Municipal,,,,,Canada_Business_Directories.xlsx::Newfoundland and Labrador,CA: email
None,Harbour,Breton Chamber of Commerce,info@harbourbretonchamber.com,+17098854444,,Chamber,,,,,Canada_Business_Directories.xlsx::Newfoundland and Labrador,CA: email
None,Harbour,Grace Chamber of Commerce,info@harbourgracechamber.com,+17097865555,,Chamber,,,,,Canada_Business_Directories.xlsx::Newfoundland and Labrador,CA: email
None,Harvey,Chamber of Commerce,info@harveychamber.com,+15063666080,,Chamber,,,,,Canada_Business_Directories.xlsx::New Brunswick,CA: email
None,High,River Chamber of Commerce,info@highriverchamber.com,+14036520030,,Chamber,,,,,Canada_Business_Directories.xlsx::Alberta,CA: email
None,High,River Realtors,info@highriverrealtors.com,+14036528888,,Real Estate,,,,,Canada_Business_Directories.xlsx::Alberta,CA: email
None,Haines,Junction Small Business,info@hjsmallbusiness.com,+18673328899,,Small Business,,,,,Canada_Business_Directories.xlsx::NWT • Yukon • Nunavut,CA: email
None,Hospitality,Newfoundland and Labrador,info@hnl.ca,+17097226666,,Hospitality Directory,,,,,Canada_Business_Directories.xlsx::Newfoundland and Labrador,CA: email
None,Humboldt,Marketing Network,info@humboldmarketing.com,+13066827777,,Marketing,,,,,Canada_Business_Directories.xlsx::Saskatchewan,CA: email
None,Humboldt,Marketing Pros,info@humboldmarketingpros.com,+13066826666,,Marketing,,,,,Canada_Business_Directories.xlsx::Saskatchewan,CA: email
None,Humboldt,Business Pros,info@humboldtbusiness.com,+13066829999,,Business Support,,,,,Canada_Business_Directories.xlsx::Saskatchewan,CA: email
None,Humboldt,Chamber of Commerce,info@humboldtchamber.com,+13066822600,,Chamber,,,,,Canada_Business_Directories.xlsx::Saskatchewan,CA: email
None,Humboldt,Digital Pros,info@humboldtdigital.com,+13066825555,,Marketing,,,,,Canada_Business_Directories.xlsx::Saskatchewan,CA: email
None,Humboldt,Digital Network,info@humboldtdigitalnetwork.com,+13066824444,,Marketing,,,,,Canada_Business_Directories.xlsx::Saskatchewan,CA: email
None,Humboldt,Tech Solutions,info@humboldtech.com,+13066823333,,Tech,,,,,Canada_Business_Directories.xlsx::Saskatchewan,CA: email
None,Humboldt,Tech Pros,info@humboldtechpros.com,+13066828888,,Tech,,,,,Canada_Business_Directories.xlsx::Saskatchewan,CA: email
None,Humboldt,Marketing Network,info@humboldtmarketingnetwork.com,+13066822222,,Marketing,,,,,Canada_Business_Directories.xlsx::Saskatchewan,CA: email
None,Humboldt,Business Network,info@humboldtnetwork.com,+13066821111,,Business Support,,,,,Canada_Business_Directories.xlsx::Saskatchewan,CA: email
None,Humboldt,Real Estate,info@humboldtre.com,+13066828888,,Real Estate,,,,,Canada_Business_Directories.xlsx::Saskatchewan,CA: email
None,Humboldt,Real Estate Network,info@humboldtrenetwork.com,+13066829999,,Real Estate,,,,,Canada_Business_Directories.xlsx::Saskatchewan,CA: email
None,Humboldt,Real Estate Pros,info@humboldtrepros.com,+13066823333,,Real Estate,,,,,Canada_Business_Directories.xlsx::Saskatchewan,CA: email
None,Humboldt,Tech Network,info@humboldttechnetwork.com,+13066821111,,Tech,,,,,Canada_Business_Directories.xlsx::Saskatchewan,CA: email
None,Huntsville,Chamber of Commerce,info@huntsvillechamber.com,+17057891200,,Chamber,,,,,Canada_Business_Directories.xlsx::Ontario,CA: email
None,Innovation,Guelph,info@innovationguelph.ca,+15198265979,,Business Support,,,,,Canada_Business_Directories.xlsx::Ontario,CA: email
None,Burlington,Economic Development,info@investburlington.ca,+19053336000,,Economic Development,,,,,Canada_Business_Directories.xlsx::Ontario,CA: email
None,Invest,Nova Scotia,info@investnovascotia.ca,+19024246650,,Investment,,,,,Canada_Business_Directories.xlsx::Nova Scotia,CA: email
None,Kamloops,Business Hub,info@kamloopsbusiness.com,+12503728888,,Business Support,,,,,Canada_Business_Directories.xlsx::British Columbia,CA: email
None,Greater,Kamloops Chamber of Commerce,info@kamloopschamber.ca,+12503727722,,Chamber,,,,,Canada_Business_Directories.xlsx::British Columbia,CA: email
